"Name,""SI"",""Handles"",""VM"",""WS"",""PM"",""NPM"",""Path"",""Company"",""CPU"",""FileVersion"",""ProductVersion"",""Description"",""Product"",""__NounName"",""BasePriority"",""ExitCode"",""HasExited"",""ExitTime"",""Handle"",""SafeHandle"",""HandleCount"",""Id"",""MachineName"",""MainWindowHandle"",""MainWindowTitle"",""MainModule"",""MaxWorkingSet"",""MinWorkingSet"",""Modules"",""NonpagedSystemMemorySize"",""NonpagedSystemMemorySize64"",""PagedMemorySize"",""PagedMemorySize64"",""PagedSystemMemorySize"",""PagedSystemMemorySize64"",""PeakPagedMemorySize"",""PeakPagedMemorySize64"",""PeakWorkingSet"",""PeakWorkingSet64"",""PeakVirtualMemorySize"",""PeakVirtualMemorySize64"",""PriorityBoostEnabled"",""PriorityClass"",""PrivateMemorySize"",""PrivateMemorySize64"",""PrivilegedProcessorTime"",""ProcessName"",""ProcessorAffinity"",""Responding"",""SessionId"",""StartInfo"",""StartTime"",""SynchronizingObject"",""Threads"",""TotalProcessorTime"",""UserProcessorTime"",""VirtualMemorySize"",""VirtualMemorySize64"",""EnableRaisingEvents"",""StandardInput"",""StandardOutput"",""StandardError"",""WorkingSet"",""WorkingSet64"",""Site"",""Container"""
"svchost,""0"",""1586"",""2203428163584"",""16588800"",""10526720"",""20704"",,,,,,,,""Process"",""8"",,,,,,""1586"",""560"",""."",""0"","""",,,,,""20704"",""20704"",""10526720"",""10526720"",""214432"",""214432"",""11489280"",""11489280"",""17797120"",""17797120"",""131985408"",""2203450208256"",,,""10526720"",""10526720"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""109940736"",""2203428163584"",""False"",,,,""16588800"",""16588800"",,"
"svchost,""0"",""335"",""2203402633216"",""8798208"",""3063808"",""11504"",,,,,,,,""Process"",""8"",,,,,,""335"",""624"",""."",""0"","""",,,,,""11504"",""11504"",""3063808"",""3063808"",""127040"",""127040"",""3280896"",""3280896"",""10760192"",""10760192"",""88604672"",""2203406827520"",,,""3063808"",""3063808"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""84410368"",""2203402633216"",""False"",,,,""8798208"",""8798208"",,"
"svchost,""0"",""86"",""2203376140288"",""3203072"",""937984"",""5024"",,,,,,,,""Process"",""8"",,,,,,""86"",""960"",""."",""0"","""",,,,,""5024"",""5024"",""937984"",""937984"",""39944"",""39944"",""1159168"",""1159168"",""4149248"",""4149248"",""60538880"",""2203378761728"",,,""937984"",""937984"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""57917440"",""2203376140288"",""False"",,,,""3203072"",""3203072"",,"
"svchost,""0"",""1424"",""2203473874944"",""28262400"",""13766656"",""24872"",,,,,,,,""Process"",""8"",,,,,,""1424"",""988"",""."",""0"","""",,,,,""24872"",""24872"",""13766656"",""13766656"",""745920"",""745920"",""25391104"",""25391104"",""34590720"",""34590720"",""245678080"",""2203563900928"",,,""13766656"",""13766656"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""155652096"",""2203473874944"",""False"",,,,""28262400"",""28262400"",,"
"svchost,""1"",""123"",""2203418456064"",""5373952"",""1732608"",""9304"",""C:\Windows\system32\svchost.exe"",""Microsoft Corporation"",""0,03125"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso host para los servicios de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""1440"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""123"",""1172"",""."",""0"","""",""System.Diagnostics.ProcessModule (svchost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""9304"",""9304"",""1732608"",""1732608"",""124664"",""124664"",""1949696"",""1949696"",""7233536"",""7233536"",""103378944"",""2203421601792"",""True"",""Normal"",""1732608"",""1732608"",""00:00:00.0156250"",""svchost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:45 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.0312500"",""00:00:00.0156250"",""100233216"",""2203418456064"",""False"",,,,""5373952"",""5373952"",,"
"svchost,""0"",""394"",""2203421032448"",""8896512"",""3690496"",""14504"",,,,,,,,""Process"",""8"",,,,,,""394"",""1192"",""."",""0"","""",,,,,""14504"",""14504"",""3690496"",""3690496"",""126880"",""126880"",""4259840"",""4259840"",""13488128"",""13488128"",""124915712"",""2203443138560"",,,""3690496"",""3690496"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""102809600"",""2203421032448"",""False"",,,,""8896512"",""8896512"",,"
"svchost,""0"",""181"",""2203406548992"",""9109504"",""2240512"",""10168"",,,,,,,,""Process"",""8"",,,,,,""181"",""1288"",""."",""0"","""",,,,,""10168"",""10168"",""2240512"",""2240512"",""84624"",""84624"",""2473984"",""2473984"",""11386880"",""11386880"",""89931776"",""2203408154624"",,,""2240512"",""2240512"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""88326144"",""2203406548992"",""False"",,,,""9109504"",""9109504"",,"
"svchost,""0"",""182"",""2203394777088"",""6004736"",""1912832"",""13600"",,,,,,,,""Process"",""8"",,,,,,""182"",""1304"",""."",""0"","""",,,,,""13600"",""13600"",""1912832"",""1912832"",""77904"",""77904"",""2371584"",""2371584"",""8273920"",""8273920"",""80748544"",""2203398971392"",,,""1912832"",""1912832"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""76554240"",""2203394777088"",""False"",,,,""6004736"",""6004736"",,"
"svchost,""0"",""258"",""2203410812928"",""7729152"",""2646016"",""13472"",,,,,,,,""Process"",""8"",,,,,,""258"",""1312"",""."",""0"","""",,,,,""13472"",""13472"",""2646016"",""2646016"",""112048"",""112048"",""2932736"",""2932736"",""11919360"",""11919360"",""98357248"",""2203416580096"",,,""2646016"",""2646016"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""92590080"",""2203410812928"",""False"",,,,""7729152"",""7729152"",,"
"svchost,""1"",""557"",""2203527573504"",""34041856"",""9973760"",""26616"",""C:\Windows\system32\svchost.exe"",""Microsoft Corporation"",""7,0625"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso host para los servicios de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""2364"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""557"",""1388"",""."",""0"","""",""System.Diagnostics.ProcessModule (svchost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""26616"",""26616"",""9973760"",""9973760"",""352648"",""352648"",""11313152"",""11313152"",""44298240"",""44298240"",""237756416"",""2203555979264"",""True"",""Normal"",""9973760"",""9973760"",""00:00:02.1250000"",""svchost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:45 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:07.0625000"",""00:00:04.9375000"",""209350656"",""2203527573504"",""False"",,,,""34041856"",""34041856"",,"
"svchost,""0"",""253"",""2203404087296"",""9236480"",""2621440"",""13328"",,,,,,,,""Process"",""8"",,,,,,""253"",""1424"",""."",""0"","""",,,,,""13328"",""13328"",""2621440"",""2621440"",""106096"",""106096"",""3190784"",""3190784"",""11292672"",""11292672"",""93179904"",""2203411402752"",,,""2621440"",""2621440"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""85864448"",""2203404087296"",""False"",,,,""9236480"",""9236480"",,"
"svchost,""0"",""166"",""2203406254080"",""9891840"",""2277376"",""9920"",,,,,,,,""Process"",""8"",,,,,,""166"",""1432"",""."",""0"","""",,,,,""9920"",""9920"",""2277376"",""2277376"",""119008"",""119008"",""2547712"",""2547712"",""12443648"",""12443648"",""90128384"",""2203408351232"",,,""2277376"",""2277376"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""88031232"",""2203406254080"",""False"",,,,""9891840"",""9891840"",,"
"svchost,""0"",""242"",""2203394306048"",""6631424"",""2142208"",""9864"",,,,,,,,""Process"",""8"",,,,,,""242"",""1516"",""."",""0"","""",,,,,""9864"",""9864"",""2142208"",""2142208"",""88040"",""88040"",""2617344"",""2617344"",""9003008"",""9003008"",""82898944"",""2203401121792"",,,""2142208"",""2142208"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""76083200"",""2203394306048"",""False"",,,,""6631424"",""6631424"",,"
"svchost,""0"",""185"",""2203408707584"",""4993024"",""2232320"",""13336"",,,,,,,,""Process"",""8"",,,,,,""185"",""1532"",""."",""0"","""",,,,,""13336"",""13336"",""2232320"",""2232320"",""80808"",""80808"",""2383872"",""2383872"",""6455296"",""6455296"",""93106176"",""2203411329024"",,,""2232320"",""2232320"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""90484736"",""2203408707584"",""False"",,,,""4993024"",""4993024"",,"
"svchost,""0"",""225"",""2203415191552"",""8839168"",""2412544"",""12232"",,,,,,,,""Process"",""8"",,,,,,""225"",""1596"",""."",""0"","""",,,,,""12232"",""12232"",""2412544"",""2412544"",""117968"",""117968"",""2703360"",""2703360"",""11636736"",""11636736"",""101687296"",""2203419910144"",,,""2412544"",""2412544"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""96968704"",""2203415191552"",""False"",,,,""8839168"",""8839168"",,"
"svchost,""0"",""446"",""2203433418752"",""15093760"",""16220160"",""15168"",,,,,,,,""Process"",""8"",,,,,,""446"",""1684"",""."",""0"","""",,,,,""15168"",""15168"",""16220160"",""16220160"",""94752"",""94752"",""21344256"",""21344256"",""23498752"",""23498752"",""250011648"",""2203568234496"",,,""16220160"",""16220160"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""115195904"",""2203433418752"",""False"",,,,""15093760"",""15093760"",,"
"svchost,""0"",""221"",""2203426553856"",""8785920"",""2637824"",""12776"",,,,,,,,""Process"",""8"",,,,,,""221"",""1736"",""."",""0"","""",,,,,""12776"",""12776"",""2637824"",""2637824"",""139408"",""139408"",""3555328"",""3555328"",""12103680"",""12103680"",""116293632"",""2203434516480"",,,""2637824"",""2637824"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""108331008"",""2203426553856"",""False"",,,,""8785920"",""8785920"",,"
"svchost,""0"",""394"",""2203425214464"",""13029376"",""6344704"",""17720"",,,,,,,,""Process"",""8"",,,,,,""394"",""1880"",""."",""0"","""",,,,,""17720"",""17720"",""6344704"",""6344704"",""266096"",""266096"",""7270400"",""7270400"",""15859712"",""15859712"",""127234048"",""2203445456896"",,,""6344704"",""6344704"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""106991616"",""2203425214464"",""False"",,,,""13029376"",""13029376"",,"
"svchost,""0"",""168"",""2203395452928"",""8359936"",""7901184"",""38952"",,,,,,,,""Process"",""8"",,,,,,""168"",""1952"",""."",""0"","""",,,,,""38952"",""38952"",""7901184"",""7901184"",""59960"",""59960"",""8052736"",""8052736"",""10887168"",""10887168"",""80900096"",""2203399122944"",,,""7901184"",""7901184"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""77230080"",""2203395452928"",""False"",,,,""8359936"",""8359936"",,"
"svchost,""0"",""234"",""2203393568768"",""6197248"",""2424832"",""10080"",,,,,,,,""Process"",""8"",,,,,,""234"",""1980"",""."",""0"","""",,,,,""10080"",""10080"",""2424832"",""2424832"",""81848"",""81848"",""3592192"",""3592192"",""8101888"",""8101888"",""85307392"",""2203403530240"",,,""2424832"",""2424832"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""75345920"",""2203393568768"",""False"",,,,""6197248"",""6197248"",,"
"svchost,""0"",""532"",""2203402215424"",""8261632"",""2834432"",""10872"",,,,,,,,""Process"",""8"",,,,,,""532"",""2036"",""."",""0"","""",,,,,""10872"",""10872"",""2834432"",""2834432"",""92240"",""92240"",""3141632"",""3141632"",""10002432"",""10002432"",""88719360"",""2203406942208"",,,""2834432"",""2834432"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""83992576"",""2203402215424"",""False"",,,,""8261632"",""8261632"",,"
"svchost,""0"",""193"",""2203395186688"",""4923392"",""1630208"",""6928"",,,,,,,,""Process"",""8"",,,,,,""193"",""2080"",""."",""0"","""",,,,,""6928"",""6928"",""1630208"",""1630208"",""61008"",""61008"",""1667072"",""1667072"",""6070272"",""6070272"",""80109568"",""2203398332416"",,,""1630208"",""1630208"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""76963840"",""2203395186688"",""False"",,,,""4923392"",""4923392"",,"
"svchost,""0"",""225"",""2207726477312"",""11354112"",""2703360"",""12024"",,,,,,,,""Process"",""8"",,,,,,""225"",""2184"",""."",""0"","""",,,,,""12024"",""12024"",""2703360"",""2703360"",""105720"",""105720"",""6610944"",""6610944"",""16150528"",""16150528"",""121118720"",""2207734308864"",,,""2703360"",""2703360"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""113287168"",""2207726477312"",""False"",,,,""11354112"",""11354112"",,"
"svchost,""0"",""269"",""2203391016960"",""4698112"",""1363968"",""7336"",,,,,,,,""Process"",""8"",,,,,,""269"",""2192"",""."",""0"","""",,,,,""7336"",""7336"",""1363968"",""1363968"",""75728"",""75728"",""1630208"",""1630208"",""6119424"",""6119424"",""76992512"",""2203395215360"",,,""1363968"",""1363968"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""72794112"",""2203391016960"",""False"",,,,""4698112"",""4698112"",,"
"svchost,""0"",""175"",""2203399671808"",""6103040"",""1740800"",""9128"",,,,,,,,""Process"",""8"",,,,,,""175"",""2392"",""."",""0"","""",,,,,""9128"",""9128"",""1740800"",""1740800"",""86696"",""86696"",""1982464"",""1982464"",""7725056"",""7725056"",""85614592"",""2203403837440"",,,""1740800"",""1740800"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""81448960"",""2203399671808"",""False"",,,,""6103040"",""6103040"",,"
"svchost,""0"",""448"",""2203399352320"",""7680000"",""3039232"",""9432"",,,,,,,,""Process"",""8"",,,,,,""448"",""2400"",""."",""0"","""",,,,,""9432"",""9432"",""3039232"",""3039232"",""109096"",""109096"",""3346432"",""3346432"",""9240576"",""9240576"",""86372352"",""2203404595200"",,,""3039232"",""3039232"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""81129472"",""2203399352320"",""False"",,,,""7680000"",""7680000"",,"
"svchost,""0"",""293"",""2203407650816"",""7933952"",""4325376"",""13856"",,,,,,,,""Process"",""8"",,,,,,""293"",""2412"",""."",""0"","""",,,,,""13856"",""13856"",""4325376"",""4325376"",""88712"",""88712"",""4624384"",""4624384"",""8761344"",""8761344"",""102010880"",""2203420233728"",,,""4325376"",""4325376"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""89427968"",""2203407650816"",""False"",,,,""7933952"",""7933952"",,"
"svchost,""0"",""391"",""2203423551488"",""10489856"",""5058560"",""16112"",,,,,,,,""Process"",""8"",,,,,,""391"",""2420"",""."",""0"","""",,,,,""16112"",""16112"",""5058560"",""5058560"",""107120"",""107120"",""6967296"",""6967296"",""13066240"",""13066240"",""120410112"",""2203438632960"",,,""5058560"",""5058560"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""105328640"",""2203423551488"",""False"",,,,""10489856"",""10489856"",,"
"svchost,""0"",""144"",""2203389550592"",""5054464"",""1396736"",""7472"",,,,,,,,""Process"",""8"",,,,,,""144"",""2456"",""."",""0"","""",,,,,""7472"",""7472"",""1396736"",""1396736"",""69264"",""69264"",""1761280"",""1761280"",""6643712"",""6643712"",""77094912"",""2203395317760"",,,""1396736"",""1396736"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""71327744"",""2203389550592"",""False"",,,,""5054464"",""5054464"",,"
"svchost,""0"",""224"",""2203402133504"",""8290304"",""2265088"",""14504"",,,,,,,,""Process"",""8"",,,,,,""224"",""2588"",""."",""0"","""",,,,,""14504"",""14504"",""2265088"",""2265088"",""91904"",""91904"",""2592768"",""2592768"",""9224192"",""9224192"",""88645632"",""2203406868480"",,,""2265088"",""2265088"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""83910656"",""2203402133504"",""False"",,,,""8290304"",""8290304"",,"
"svchost,""0"",""216"",""2203412815872"",""15204352"",""8118272"",""10056"",,,,,,,,""Process"",""8"",,,,,,""216"",""2608"",""."",""0"","""",,,,,""10056"",""10056"",""8118272"",""8118272"",""84656"",""84656"",""12713984"",""12713984"",""20713472"",""20713472"",""104148992"",""2203422371840"",,,""8118272"",""8118272"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""94593024"",""2203412815872"",""False"",,,,""15204352"",""15204352"",,"
"svchost,""0"",""665"",""2203398291456"",""7954432"",""3350528"",""13336"",,,,,,,,""Process"",""8"",,,,,,""665"",""2788"",""."",""0"","""",,,,,""13336"",""13336"",""3350528"",""3350528"",""101976"",""101976"",""4513792"",""4513792"",""9240576"",""9240576"",""93192192"",""2203411415040"",,,""3350528"",""3350528"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""80068608"",""2203398291456"",""False"",,,,""7954432"",""7954432"",,"
"svchost,""0"",""202"",""2203401887744"",""6619136"",""1925120"",""9984"",,,,,,,,""Process"",""8"",,,,,,""202"",""2860"",""."",""0"","""",,,,,""9984"",""9984"",""1925120"",""1925120"",""89536"",""89536"",""2125824"",""2125824"",""8429568"",""8429568"",""87134208"",""2203405357056"",,,""1925120"",""1925120"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""83664896"",""2203401887744"",""False"",,,,""6619136"",""6619136"",,"
"svchost,""0"",""181"",""2203397132288"",""6201344"",""1949696"",""10408"",,,,,,,,""Process"",""8"",,,,,,""181"",""2972"",""."",""0"","""",,,,,""10408"",""10408"",""1949696"",""1949696"",""83752"",""83752"",""2281472"",""2281472"",""8450048"",""8450048"",""84676608"",""2203402899456"",,,""1949696"",""1949696"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""78909440"",""2203397132288"",""False"",,,,""6201344"",""6201344"",,"
"svchost,""0"",""125"",""2203388825600"",""5373952"",""1458176"",""8016"",,,,,,,,""Process"",""8"",,,,,,""125"",""2996"",""."",""0"","""",,,,,""8016"",""8016"",""1458176"",""1458176"",""67176"",""67176"",""1843200"",""1843200"",""7471104"",""7471104"",""76369920"",""2203394592768"",,,""1458176"",""1458176"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""70602752"",""2203388825600"",""False"",,,,""5373952"",""5373952"",,"
"svchost,""0"",""185"",""2203409031168"",""10584064"",""2756608"",""12760"",,,,,,,,""Process"",""8"",,,,,,""185"",""3020"",""."",""0"","""",,,,,""12760"",""12760"",""2756608"",""2756608"",""95024"",""95024"",""2826240"",""2826240"",""10702848"",""10702848"",""90824704"",""2203409047552"",,,""2756608"",""2756608"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""90808320"",""2203409031168"",""False"",,,,""10584064"",""10584064"",,"
"svchost,""0"",""202"",""2203394039808"",""6561792"",""1937408"",""9432"",,,,,,,,""Process"",""8"",,,,,,""202"",""3036"",""."",""0"","""",,,,,""9432"",""9432"",""1937408"",""1937408"",""85032"",""85032"",""2326528"",""2326528"",""7938048"",""7938048"",""82632704"",""2203400855552"",,,""1937408"",""1937408"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""75816960"",""2203394039808"",""False"",,,,""6561792"",""6561792"",,"
"svchost,""0"",""172"",""2203424989184"",""6787072"",""1974272"",""9904"",,,,,,,,""Process"",""8"",,,,,,""172"",""3044"",""."",""0"","""",,,,,""9904"",""9904"",""1974272"",""1974272"",""126784"",""126784"",""2957312"",""2957312"",""16601088"",""16601088"",""305471488"",""2203623694336"",,,""1974272"",""1974272"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""106766336"",""2203424989184"",""False"",,,,""6787072"",""6787072"",,"
"svchost,""0"",""221"",""2203404664832"",""6991872"",""2256896"",""13760"",,,,,,,,""Process"",""8"",,,,,,""221"",""3132"",""."",""0"","""",,,,,""13760"",""13760"",""2256896"",""2256896"",""99472"",""99472"",""2609152"",""2609152"",""9113600"",""9113600"",""92209152"",""2203410432000"",,,""2256896"",""2256896"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""86441984"",""2203404664832"",""False"",,,,""6991872"",""6991872"",,"
"svchost,""0"",""228"",""2203397398528"",""5988352"",""2154496"",""16928"",,,,,,,,""Process"",""8"",,,,,,""228"",""3140"",""."",""0"","""",,,,,""16928"",""16928"",""2154496"",""2154496"",""91680"",""91680"",""3018752"",""3018752"",""8151040"",""8151040"",""91758592"",""2203409981440"",,,""2154496"",""2154496"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""79175680"",""2203397398528"",""False"",,,,""5988352"",""5988352"",,"
"svchost,""0"",""199"",""2203394859008"",""6389760"",""2199552"",""9688"",,,,,,,,""Process"",""8"",,,,,,""199"",""3148"",""."",""0"","""",,,,,""9688"",""9688"",""2199552"",""2199552"",""78048"",""78048"",""3117056"",""3117056"",""7974912"",""7974912"",""80830464"",""2203399053312"",,,""2199552"",""2199552"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""76636160"",""2203394859008"",""False"",,,,""6389760"",""6389760"",,"
"svchost,""0"",""267"",""2203470983168"",""14573568"",""4878336"",""17384"",,,,,,,,""Process"",""8"",,,,,,""267"",""3224"",""."",""0"","""",,,,,""17384"",""17384"",""4878336"",""4878336"",""141920"",""141920"",""31436800"",""31436800"",""41840640"",""41840640"",""162164736"",""2203480387584"",,,""4878336"",""4878336"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""152760320"",""2203470983168"",""False"",,,,""14573568"",""14573568"",,"
"svchost,""0"",""625"",""2203457146880"",""20508672"",""13406208"",""18720"",,,,,,,,""Process"",""8"",,,,,,""625"",""3344"",""."",""0"","""",,,,,""18720"",""18720"",""13406208"",""13406208"",""161424"",""161424"",""16408576"",""16408576"",""26292224"",""26292224"",""152092672"",""2203470315520"",,,""13406208"",""13406208"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""138924032"",""2203457146880"",""False"",,,,""20508672"",""20508672"",,"
"svchost,""0"",""278"",""2203426328576"",""11706368"",""2768896"",""17600"",,,,,,,,""Process"",""8"",,,,,,""278"",""3432"",""."",""0"","""",,,,,""17600"",""17600"",""2768896"",""2768896"",""148504"",""148504"",""3235840"",""3235840"",""15106048"",""15106048"",""117026816"",""2203435249664"",,,""2768896"",""2768896"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""108105728"",""2203426328576"",""False"",,,,""11706368"",""11706368"",,"
"svchost,""0"",""105"",""2203388866560"",""5570560"",""1650688"",""8088"",,,,,,,,""Process"",""8"",,,,,,""105"",""3444"",""."",""0"","""",,,,,""8088"",""8088"",""1650688"",""1650688"",""63192"",""63192"",""1765376"",""1765376"",""6311936"",""6311936"",""71970816"",""2203390193664"",,,""1650688"",""1650688"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""70643712"",""2203388866560"",""False"",,,,""5570560"",""5570560"",,"
"svchost,""0"",""411"",""2203414921216"",""11743232"",""3420160"",""13296"",,,,,,,,""Process"",""8"",,,,,,""411"",""3508"",""."",""0"","""",,,,,""13296"",""13296"",""3420160"",""3420160"",""117968"",""117968"",""3878912"",""3878912"",""13774848"",""13774848"",""99651584"",""2203417874432"",,,""3420160"",""3420160"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""96698368"",""2203414921216"",""False"",,,,""11743232"",""11743232"",,"
"svchost,""0"",""142"",""2203390660608"",""5378048"",""1863680"",""13552"",,,,,,,,""Process"",""8"",,,,,,""142"",""3744"",""."",""0"","""",,,,,""13552"",""13552"",""1863680"",""1863680"",""67488"",""67488"",""2166784"",""2166784"",""7045120"",""7045120"",""74534912"",""2203392757760"",,,""1863680"",""1863680"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""72437760"",""2203390660608"",""False"",,,,""5378048"",""5378048"",,"
"svchost,""0"",""374"",""2203402555392"",""7925760"",""2613248"",""17168"",,,,,,,,""Process"",""8"",,,,,,""374"",""3752"",""."",""0"","""",,,,,""17168"",""17168"",""2613248"",""2613248"",""106376"",""106376"",""3629056"",""3629056"",""10469376"",""10469376"",""94294016"",""2203412516864"",,,""2613248"",""2613248"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""84332544"",""2203402555392"",""False"",,,,""7925760"",""7925760"",,"
